sale_id,player,year,card_name,sport,grade,rarity,autograph,rookie_card,condition,sale_price,site,sale_date,baseline_psa9_value,value_note
RT-006488,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,66.56,eBay Sold,2026-05-09,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006537,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,57.73,Card Show,2026-05-10,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006545,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,67.26,Goldin,2026-05-11,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006498,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,62.69,eBay Sold,2026-05-13,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006551,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,69.77,130point,2026-05-14,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006527,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,65.43,eBay Sold,2026-05-17,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006505,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,55.5,Marketplace,2026-05-18,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006525,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,62.3,Marketplace,2026-05-22,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006506,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,72.49,eBay Sold,2026-05-23,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006503,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,56.53,eBay Sold,2026-05-25,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006517,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,64.02,eBay Sold,2026-05-25,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006541,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,74.69,Goldin,2026-05-25,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006518,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,52.85,eBay Sold,2026-06-05,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006530,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,73.36,PWCC,2026-06-09,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006540,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,58.08,Card Ladder,2026-06-12,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006504,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,57.43,eBay Sold,2026-06-15,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006490,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,60.72,eBay Sold,2026-06-16,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006513,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,53.08,eBay Sold,2026-06-16,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006524,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,67.59,130point,2026-06-16,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006481,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,67.2,Card Ladder,2026-06-18,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006538,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,60.03,PWCC,2026-06-23,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006547,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,63.56,eBay Sold,2026-06-23,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006495,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,73.96,Goldin,2026-06-24,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006496,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,49.95,eBay Sold,2026-06-26,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006529,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,62.93,eBay Sold,2026-07-03,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006491,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,59.84,130point,2026-07-04,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006523,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,61.86,eBay Sold,2026-07-09,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006486,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,60.31,Card Ladder,2026-07-11,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006550,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,68.46,eBay Sold,2026-07-11,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006510,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,63.11,130point,2026-07-12,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006542,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,67.19,eBay Sold,2026-07-13,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006532,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,65.37,eBay Sold,2026-07-20,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006531,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,60.05,Marketplace,2026-07-21,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006534,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,64.3,Card Ladder,2026-07-25,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006515,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,6,Rare,No,Yes,Graded 6,64.15,Marketplace,2026-07-26,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006571,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,101.16,Card Ladder,2026-02-03,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006617,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,87.32,130point,2026-02-03,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006581,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,103.21,PWCC,2026-02-10,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006561,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,99.06,130point,2026-02-16,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006580,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,92.05,130point,2026-02-17,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006604,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,99.27,eBay Sold,2026-02-20,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006586,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,96.47,eBay Sold,2026-02-27,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006555,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,91.72,eBay Sold,2026-02-28,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006601,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,82.77,eBay Sold,2026-02-28,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006605,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,88.57,eBay Sold,2026-02-28,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006558,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,102.56,eBay Sold,2026-03-01,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006600,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,71.82,130point,2026-03-02,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006606,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,96.73,130point,2026-03-12,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006618,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,75.67,eBay Sold,2026-03-13,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006621,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,91.66,PWCC,2026-03-15,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006565,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,79.07,130point,2026-03-17,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006583,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,90.27,eBay Sold,2026-03-18,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006590,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,93.66,eBay Sold,2026-03-18,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006584,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,105.67,130point,2026-03-22,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006603,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,85.61,Marketplace,2026-03-22,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006575,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,91.54,PWCC,2026-03-24,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006588,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,91.83,130point,2026-03-28,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006559,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,123.95,Goldin,2026-03-31,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006564,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,87.78,130point,2026-04-01,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006573,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,95.92,eBay Sold,2026-04-02,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006598,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,81.36,eBay Sold,2026-04-02,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006567,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,80.96,eBay Sold,2026-04-03,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006599,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,102.42,eBay Sold,2026-04-05,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006609,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,90.73,130point,2026-04-05,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006592,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,103.07,130point,2026-04-06,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006620,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,101.23,eBay Sold,2026-04-08,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006623,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,103.24,130point,2026-04-12,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006570,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,91.49,eBay Sold,2026-04-15,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006610,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,81.35,eBay Sold,2026-04-18,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006553,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,94.23,130point,2026-04-21,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006556,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,104.51,Goldin,2026-04-21,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006613,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,80.94,Marketplace,2026-04-21,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006582,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,102.75,eBay Sold,2026-04-23,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006619,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,85.44,130point,2026-05-01,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006614,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,84.2,Marketplace,2026-05-05,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006577,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,97.17,eBay Sold,2026-05-07,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006591,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,90.73,130point,2026-05-10,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006595,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,84.54,eBay Sold,2026-05-13,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006554,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,102.88,130point,2026-05-14,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006562,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,92.8,130point,2026-05-21,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006568,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,91.26,eBay Sold,2026-05-26,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006607,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,91.95,PWCC,2026-05-26,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006615,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,86.01,130point,2026-05-26,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006597,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,77.57,eBay Sold,2026-05-29,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006593,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,84.11,PWCC,2026-05-30,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006585,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,90.22,eBay Sold,2026-06-01,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006569,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,94.37,eBay Sold,2026-06-02,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006594,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,101.77,Goldin,2026-06-02,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006576,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,86.86,Marketplace,2026-06-05,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-006622,Shohei Ohtani,2018,Topps Chrome Rookie,Baseball,7,Rare,No,Yes,Graded 7,87.69,eBay Sold,2026-06-09,220,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
